det_id,region,lon,lat,area_ha
354,Congo Basin,13.773283447877185,5.989891085630329,17.80222101296945
355,Congo Basin,13.831312725812923,5.996358874445049,63.77494367090217
356,Congo Basin,13.77706232791397,5.9949215880417785,25.626496295094384
357,Congo Basin,13.785899525487949,6.000670733654868,10.172747073426583
358,Congo Basin,13.8062433760478,6.005701236066308,63.57971187761689
359,Congo Basin,13.86766547836979,6.004263949663037,17.802336028639672
360,Congo Basin,13.792735214298332,6.014324954485931,99.18418039173716
361,Congo Basin,13.82214086135468,6.00785716567122,10.172698102948774
362,Congo Basin,13.812246077754395,6.0136063112842955,43.234185758741106
363,Congo Basin,13.901296332731311,6.020074100099012,17.998741775952563
364,Congo Basin,13.803796248715312,6.02366731610719,10.172736836633886
365,Congo Basin,13.833479859999194,6.0258232457120995,17.60684159264858
366,Congo Basin,13.827364702103756,6.038040180139898,10.172801100530478
367,Congo Basin,13.827475730494063,6.04378932575298,10.172777621997787
368,Congo Basin,13.954006467840468,-0.08839311380114351,43.22786984497825
369,Congo Basin,13.925979159180738,-0.061803315340629,10.171269518202246
370,Congo Basin,13.963311397904445,0.998195407071452,17.799803330206327
371,Congo Basin,13.977343537795377,1.7894215720719275,66.11406437417762
372,Congo Basin,13.953728040392084,1.8002012200964566,33.05713166947077
373,Congo Basin,13.935752917961526,1.8081062953144493,61.02831178314722
374,Congo Basin,13.955996548748935,1.81385544092753,119.51403344687105
375,Congo Basin,13.95610804419556,1.8311028777667755,30.514255200537928
376,Congo Basin,13.980910686957078,2.1307770928487053,73.94056973389857
377,Congo Basin,13.981797406250262,2.1473058864863193,114.23144495143062
378,Congo Basin,13.992384769539086,5.045593918681528,33.059993505877344
379,Congo Basin,13.982845003807792,5.072902360343671,17.801517278097286
380,Congo Basin,13.999054047554164,5.08727522437638,134.78316493452556
381,Congo Basin,13.925083783653758,5.167044619757899,10.172387280063706
382,Congo Basin,13.944348019156017,5.191478488613502,25.6279180621081
383,Congo Basin,13.972325833233054,5.471749337251264,10.172460268145374
384,Congo Basin,13.974827934735542,5.485403558082343,373.64169795008485
385,Congo Basin,13.987662144925665,5.510556070139581,121.67455446156121
386,Congo Basin,13.951563089116526,5.506244210929761,25.43132136659805
387,Congo Basin,13.92773771228251,5.508400140534671,17.801882433254946
388,Congo Basin,13.956784890718877,5.517023858954299,106.61386735088074
389,Congo Basin,13.954451013581249,5.510556070139581,10.17246830856202
390,Congo Basin,13.975612691027237,5.518461145357566,63.77560237184476
391,Congo Basin,13.965006859040706,5.527084863777189,71.20747605329379
392,Congo Basin,13.99316502611248,5.5270848637771905,63.57813854068874
393,Congo Basin,13.980168949002435,5.527084863777186,45.776284602042516
394,Congo Basin,13.941902721956165,5.529240793382098,10.172482646270359
395,Congo Basin,13.95151262324411,5.535708582196814,76.29389954817067
396,Congo Basin,13.994560639245194,5.555111948640967,10.172538428963493
397,Congo Basin,13.950129970155013,5.569484812673675,144.1702256340121
398,Congo Basin,13.976789976476319,5.568766169472037,32.86319516778732
399,Congo Basin,13.990677374581818,5.574515315085115,226.1413798608969
400,Congo Basin,13.964571098488495,5.570922099076947,10.172517116133383
401,Congo Basin,13.97334788154971,5.576671244690027,10.172501758941646
402,Congo Basin,13.969961730088814,5.584576319908015,58.29468001933925
403,Congo Basin,13.937468409271421,5.584576319908015,40.29630012896777
404,Congo Basin,13.98018292682928,5.588169535916188,25.431380898501647
405,Congo Basin,13.960798786896564,5.594637324730907,55.948891034758404
406,Congo Basin,13.96824377993692,5.601823756747265,154.93391272738893
407,Congo Basin,13.996349381659263,5.600386470343999,274.26288911648123
408,Congo Basin,13.970136320236211,5.621227123191414,10.172562997684697
409,Congo Basin,13.991246185313283,5.629132198409404,32.86311434826516
410,Congo Basin,13.986471848446179,5.639911846433941,10.17257109823472
411,Congo Basin,13.992248995017214,5.639911846433941,10.172571098729913
412,Congo Basin,13.977806128589652,5.641349132837203,66.12151969827009
